y,preds,name,type,cell_type_label,disease
0.0,0,PML,test,endothelial cell of vascular tree,RA
0.0,0,HSPA8,test,endothelial cell of vascular tree,RA
0.0,0,EPHA7,test,endothelial cell of vascular tree,RA
0.0,0,EGLN1,test,endothelial cell of vascular tree,RA
0.0,0,SLC12A6,test,endothelial cell of vascular tree,RA
0.0,0,IL4R,test,endothelial cell of vascular tree,RA
0.0,0,GLS,test,endothelial cell of vascular tree,RA
0.0,0,DGKH,test,endothelial cell of vascular tree,RA
0.0,0,ABL2,test,endothelial cell of vascular tree,RA
0.0,0,ATP2B4,test,endothelial cell of vascular tree,RA
0.0,0,FLNA,test,endothelial cell of vascular tree,RA
0.0,0,EPHA2,test,endothelial cell of vascular tree,RA
0.0,0,STK38L,test,endothelial cell of vascular tree,RA
0.0,0,MT-ATP6,test,endothelial cell of vascular tree,RA
0.0,0,MT-CO2,test,endothelial cell of vascular tree,RA
0.0,0,EEF1A1,test,endothelial cell of vascular tree,RA
0.0,0,CADPS2,test,endothelial cell of vascular tree,RA
0.0,0,C1R,test,endothelial cell of vascular tree,RA
1.0,0,PDE2A,test,endothelial cell,RA
0.0,0,ACLY,test,endothelial cell,RA
0.0,0,F2R,test,endothelial cell,RA
0.0,0,PLK2,test,endothelial cell,RA
0.0,0,HNRNPA2B1,test,endothelial cell,RA
0.0,0,CTNNB1,test,endothelial cell,RA
0.0,0,FLT4,test,endothelial cell,RA
1.0,0,PDE10A,test,endothelial cell,RA
0.0,0,RARB,test,endothelial cell,RA
0.0,0,AKT1,test,endothelial cell,RA
0.0,0,SLC7A1,test,endothelial cell,RA
0.0,0,DGKH,test,endothelial cell,RA
0.0,0,VWF,test,endothelial cell,RA
1.0,0,HRH1,test,endothelial cell,RA
0.0,0,HMGB1,test,endothelial cell,RA
0.0,0,TIE1,test,endothelial cell,RA
0.0,0,NR1H3,test,endothelial cell,RA
0.0,0,PDIA3,test,endothelial cell,RA
0.0,0,PTGDS,test,endothelial cell,RA
0.0,0,NOLC1,test,endothelial cell,RA
0.0,0,EZH1,test,endothelial cell,RA
0.0,0,HGS,test,endothelial cell,RA
0.0,0,ABL2,test,endothelial cell,RA
0.0,0,FLNA,test,endothelial cell,RA
0.0,0,EIF2AK2,test,endothelial cell,RA
0.0,0,CA4,test,endothelial cell,RA
0.0,0,GSTO1,test,endothelial cell,RA
0.0,0,SLC12A2,test,endothelial cell,RA
0.0,0,SERPINE1,test,endothelial cell,RA
0.0,0,MARK4,test,endothelial cell,RA
0.0,0,CA8,test,endothelial cell,RA
0.0,0,THBD,test,endothelial cell,RA
0.0,0,RELA,test,endothelial cell,RA
0.0,0,FER,test,endothelial cell,RA
0.0,0,PIP4K2B,test,endothelial cell,RA
0.0,0,JDP2,test,endothelial cell,RA
0.0,0,SOD2,test,endothelial cell,RA
1.0,0,PDE7B,test,endothelial cell,RA
0.0,0,IGF2R,test,endothelial cell,RA
0.0,0,MAP4K5,test,endothelial cell,RA
0.0,0,SRI,test,endothelial cell,RA
0.0,0,ABCG2,test,endothelial cell,RA
0.0,0,ADA,test,endothelial cell,RA
0.0,0,EPHA2,test,endothelial cell,RA
0.0,0,TPI1,test,endothelial cell,RA
0.0,0,PLCXD3,test,endothelial cell,RA
0.0,0,TAOK2,test,endothelial cell,RA
0.0,0,CEL,test,endothelial cell,RA
0.0,0,RNASE1,test,endothelial cell,RA
0.0,0,CTRB1,test,endothelial cell,RA
0.0,0,ATP2C1,test,endothelial cell,RA
0.0,0,CFL1,test,endothelial cell,RA
0.0,0,FES,test,endothelial cell,RA
1.0,0,PPIA,test,endothelial cell,RA
0.0,0,RANBP1,test,endothelial cell,RA
0.0,0,TUBG1,test,endothelial cell,RA
0.0,0,MAP4K4,test,endothelial cell,RA
0.0,0,BRAF,test,endothelial cell,RA
0.0,0,MAP3K6,test,endothelial cell,RA
0.0,0,PEF1,test,endothelial cell,RA
0.0,0,AVPR2,test,endothelial cell,RA
0.0,0,ABCB1,test,endothelial cell,RA
0.0,0,GAPDH,test,endothelial cell,RA
0.0,0,EGLN1,test,endothelial cell,RA
0.0,0,DGKZ,test,endothelial cell,RA
0.0,0,HSPA8,test,endothelial cell,RA
0.0,0,MAP3K13,test,endothelial cell,RA
0.0,0,MAPK12,test,endothelial cell,RA
0.0,0,PAK2,test,endothelial cell,RA
0.0,0,ACTN1,test,endothelial cell,RA
0.0,0,CCT3,test,endothelial cell,RA
0.0,0,RXRB,test,endothelial cell,RA
0.0,0,CLEC3B,test,endothelial cell,RA
0.0,0,HNRNPK,test,endothelial cell,RA
0.0,0,CADPS2,test,endothelial cell,RA
0.0,0,GLUD1,test,endothelial cell,RA
0.0,0,C1R,test,endothelial cell,RA
0.0,0,PRKACA,test,endothelial cell,RA
0.0,0,MAPK8,test,endothelial cell,RA
0.0,0,INSR,test,endothelial cell,RA
1.0,0,CYSLTR1,test,endothelial cell,RA
0.0,0,COX5B,test,endothelial cell,RA
0.0,0,ACTG1,test,endothelial cell,RA
0.0,0,PRSS1,test,endothelial cell,RA
0.0,0,ATOX1,test,endothelial cell,RA
0.0,0,MGST2,test,endothelial cell,RA
0.0,0,ASRGL1,test,endothelial cell,RA
0.0,0,NQO1,test,endothelial cell,RA
0.0,0,RFK,test,endothelial cell,RA
0.0,0,CALM1,test,endothelial cell,RA
0.0,0,SNRK,test,endothelial cell,RA
0.0,0,HIPK2,test,endothelial cell,RA
0.0,0,SCN3B,test,endothelial cell,RA
0.0,0,HSP90AA1,test,endothelial cell,RA
0.0,0,GLS,test,endothelial cell,RA
0.0,0,ATF6,test,endothelial cell,RA
0.0,0,S100A6,test,endothelial cell,RA
1.0,0,DDB1,test,endothelial cell,RA
0.0,0,CLK1,test,endothelial cell,RA
0.0,0,A2M,test,endothelial cell,RA
0.0,0,PSMB5,test,endothelial cell,RA
0.0,0,CCND1,test,endothelial cell,RA
0.0,0,DPYSL2,test,endothelial cell,RA
0.0,0,NID1,test,endothelial cell,RA
0.0,0,PCYT1A,test,endothelial cell,RA
1.0,0,FKBP1A,test,endothelial cell,RA
0.0,0,TXNRD1,test,endothelial cell,RA
0.0,0,SLC12A6,test,endothelial cell,RA
1.0,0,FDPS,test,endothelial cell,RA
0.0,0,RPS6KA3,test,endothelial cell,RA
0.0,0,EPHB4,test,endothelial cell,RA
0.0,0,MARK3,test,endothelial cell,RA
0.0,0,CTSL,test,endothelial cell,RA
0.0,0,CSRP1,test,endothelial cell,RA
0.0,0,APP,test,endothelial cell,RA
0.0,0,PRPF4B,test,endothelial cell,RA
0.0,0,HABP4,test,endothelial cell,RA
0.0,0,NUCB1,test,endothelial cell,RA
0.0,0,PLD2,test,endothelial cell,RA
0.0,0,CAMKK2,test,endothelial cell,RA
1.0,0,TUBB4B,test,endothelial cell,RA
1.0,0,BMX,test,endothelial cell,RA
0.0,0,SLC38A2,test,endothelial cell,RA
0.0,0,KHSRP,test,endothelial cell,RA
0.0,0,TNFRSF1B,test,endothelial cell,RA
0.0,0,HNRNPL,test,endothelial cell,RA
0.0,0,CASP3,test,endothelial cell,RA
1.0,0,TUBB,test,endothelial cell,RA
0.0,0,CDK9,test,endothelial cell,RA
0.0,0,TOP1,test,endothelial cell,RA
0.0,0,NR1H2,test,endothelial cell,RA
0.0,0,P4HB,test,endothelial cell,RA
0.0,0,FN1,test,endothelial cell,RA
0.0,0,TAOK1,test,endothelial cell,RA
0.0,0,EPAS1,test,endothelial cell,RA
0.0,0,PLOD3,test,endothelial cell,RA
0.0,0,CSNK2A1,test,endothelial cell,RA
0.0,0,COX7A1,test,endothelial cell,RA
0.0,0,MYLK,test,endothelial cell,RA
1.0,0,RBX1,test,endothelial cell,RA
0.0,0,FLT1,test,endothelial cell,RA
0.0,0,ADRB2,test,endothelial cell,RA
1.0,0,GMPS,test,endothelial cell,RA
0.0,0,CTDSP1,test,endothelial cell,RA
1.0,0,IL6,test,endothelial cell,RA
0.0,0,STK38L,test,endothelial cell,RA
0.0,0,CDA,test,endothelial cell,RA
0.0,0,SIK2,test,endothelial cell,RA
0.0,0,ARL2,test,endothelial cell,RA
0.0,0,DYRK1A,test,endothelial cell,RA
0.0,0,NOMO1,test,endothelial cell,RA
0.0,0,IGFBP3,test,endothelial cell,RA
0.0,0,VIM,test,endothelial cell,RA
0.0,0,LGALS1,test,endothelial cell,RA
0.0,0,VCAM1,test,endothelial cell,RA
0.0,0,TGFBR2,test,endothelial cell,RA
0.0,0,ATF2,test,endothelial cell,RA
0.0,0,IL4R,test,endothelial cell,RA
1.0,0,KEAP1,test,endothelial cell,RA
0.0,0,NOS3,test,endothelial cell,RA
0.0,0,ITGB1,test,endothelial cell,RA
1.0,0,PDE8A,test,endothelial cell,RA
0.0,0,SRP14,test,endothelial cell,RA
0.0,0,KCNN2,test,endothelial cell,RA
0.0,0,PML,test,endothelial cell,RA
0.0,0,SLK,test,endothelial cell,RA
0.0,0,PLAT,test,endothelial cell,RA
0.0,0,ATP2B4,test,endothelial cell,RA
0.0,0,PIK3CA,test,endothelial cell,RA
0.0,0,YES1,test,endothelial cell,RA
0.0,0,HSPD1,test,endothelial cell,RA
0.0,0,PRDX1,test,endothelial cell,RA
0.0,0,IGF1R,test,endothelial cell,RA
0.0,0,BECN1,test,endothelial cell,RA
0.0,0,EBP,test,enterocyte of epithelium of large intestine,RA
0.0,0,NADSYN1,test,enterocyte of epithelium of large intestine,RA
0.0,0,MT-CO2,test,enterocyte of epithelium of large intestine,RA
0.0,0,PLA2G2A,test,enterocyte of epithelium of large intestine,RA
1.0,0,TUBB3,test,enterocyte of epithelium of large intestine,RA
0.0,0,SI,test,enterocyte of epithelium of large intestine,RA
0.0,0,PLK2,test,enterocyte of epithelium of large intestine,RA
0.0,0,PRKCZ,test,enterocyte of epithelium of large intestine,RA
0.0,0,HOXA10,test,enterocyte of epithelium of large intestine,RA
0.0,0,HADH,test,enterocyte of epithelium of large intestine,RA
0.0,0,SLC12A2,test,enterocyte of epithelium of large intestine,RA
1.0,0,PDE8A,test,enterocyte of epithelium of large intestine,RA
0.0,0,SQLE,test,enterocyte of epithelium of large intestine,RA
0.0,0,FGFR4,test,enterocyte of epithelium of large intestine,RA
0.0,0,DGKH,test,enterocyte of epithelium of large intestine,RA
0.0,0,JDP2,test,enterocyte of epithelium of large intestine,RA
0.0,0,KCNQ1,test,enterocyte of epithelium of large intestine,RA
0.0,0,ERBB2,test,enterocyte of epithelium of large intestine,RA
0.0,0,THRB,test,enterocyte of epithelium of large intestine,RA
0.0,0,EPCAM,test,enterocyte of epithelium of large intestine,RA
0.0,0,CFTR,test,enterocyte of epithelium of large intestine,RA
0.0,0,RIPK4,test,enterocyte of epithelium of large intestine,RA
0.0,0,TFRC,test,enterocyte of epithelium of large intestine,RA
0.0,0,COX7C,test,enterocyte of epithelium of large intestine,RA
0.0,0,S100A6,test,enterocyte of epithelium of large intestine,RA
0.0,0,AGXT,test,enterocyte of epithelium of large intestine,RA
0.0,0,ECHS1,test,enterocyte of epithelium of large intestine,RA
0.0,0,ACADS,test,enterocyte of epithelium of large intestine,RA
0.0,0,PDHA1,test,enterocyte of epithelium of large intestine,RA
1.0,0,TUBB2A,test,enterocyte of epithelium of large intestine,RA
0.0,0,GPX2,test,enterocyte of epithelium of large intestine,RA
0.0,0,COX7B,test,enterocyte of epithelium of large intestine,RA
1.0,0,PDE3A,test,enterocyte of epithelium of large intestine,RA
0.0,0,RPS18,test,enterocyte of epithelium of large intestine,RA
0.0,0,SLC9A1,test,enterocyte of epithelium of large intestine,RA
1.0,0,TUBB4B,test,enterocyte of epithelium of large intestine,RA
0.0,0,AMD1,test,enterocyte of epithelium of large intestine,RA
0.0,0,IMPA1,test,enterocyte of epithelium of large intestine,RA
0.0,0,GSTK1,test,enterocyte of epithelium of large intestine,RA
0.0,0,NOX1,test,enterocyte of epithelium of large intestine,RA
0.0,0,GOT1,test,enterocyte of epithelium of large intestine,RA
0.0,0,DSP,test,enterocyte of epithelium of large intestine,RA
0.0,0,CA2,test,enterocyte of epithelium of large intestine,RA
0.0,0,PLA2G10,test,enterocyte of epithelium of large intestine,RA
0.0,0,TPI1,test,enterocyte of epithelium of large intestine,RA
0.0,0,HDAC6,test,enterocyte of epithelium of large intestine,RA
0.0,0,COX5B,test,enterocyte of epithelium of large intestine,RA
0.0,0,AKR1C2,test,enterocyte of epithelium of large intestine,RA
0.0,0,MT-ATP6,test,enterocyte of epithelium of large intestine,RA
0.0,0,DDAH1,test,enterocyte of epithelium of large intestine,RA
0.0,0,MAP2K6,test,enterocyte of epithelium of large intestine,RA
0.0,0,SLC16A1,test,enterocyte of epithelium of large intestine,RA
0.0,0,GUCY2C,test,enterocyte of epithelium of large intestine,RA
0.0,0,EPHA2,test,enterocyte of epithelium of large intestine,RA
0.0,0,GSTZ1,test,enterocyte of epithelium of large intestine,RA
0.0,0,F12,test,enterocyte of epithelium of large intestine,RA
0.0,0,GSTM4,test,enterocyte of epithelium of large intestine,RA
0.0,0,HSD17B2,test,enterocyte of epithelium of large intestine,RA
0.0,0,PAK1,test,enterocyte of epithelium of large intestine,RA
0.0,0,MGST1,test,enterocyte of epithelium of large intestine,RA
0.0,0,PRLR,test,enterocyte of epithelium of large intestine,RA
0.0,0,DDC,test,enterocyte of epithelium of large intestine,RA
0.0,0,TMPRSS2,test,enterocyte of epithelium of large intestine,RA
0.0,0,PHYH,test,enterocyte of epithelium of large intestine,RA
0.0,0,HTR4,test,enterocyte of epithelium of large intestine,RA
0.0,0,PRPF4B,test,enterocyte of epithelium of large intestine,RA
0.0,0,KCNJ2,test,enterocyte of epithelium of large intestine,RA
0.0,0,TNIK,test,enterocyte of epithelium of large intestine,RA
0.0,0,APRT,test,enterocyte of epithelium of large intestine,RA
0.0,0,RDH5,test,enterocyte of epithelium of large intestine,RA
0.0,0,RPS6KA6,test,enterocyte of epithelium of large intestine,RA
0.0,0,TNK1,test,enterocyte of epithelium of large intestine,RA
0.0,0,MAP3K9,test,enterocyte of epithelium of large intestine,RA
0.0,0,FDXR,test,enterocyte of epithelium of large intestine,RA
0.0,0,MTNR1A,test,enterocyte of epithelium of large intestine,RA
0.0,0,PRDX2,test,enterocyte of epithelium of large intestine,RA
1.0,0,PDE5A,test,enterocyte of epithelium of large intestine,RA
0.0,0,COX6B1,test,enterocyte of epithelium of large intestine,RA
0.0,0,AOC1,test,enterocyte of epithelium of large intestine,RA
0.0,0,CYP51A1,test,enterocyte of epithelium of large intestine,RA
0.0,0,CACNB3,test,enterocyte of epithelium of large intestine,RA
0.0,0,OXSR1,test,enterocyte of epithelium of large intestine,RA
0.0,0,NR1I2,test,enterocyte of epithelium of large intestine,RA
0.0,0,CACNB2,test,enterocyte of epithelium of large intestine,RA
0.0,0,EZH2,test,enterocyte of epithelium of large intestine,RA
0.0,0,GSS,test,enterocyte of epithelium of large intestine,RA
0.0,0,KRT8,test,enterocyte of epithelium of large intestine,RA
0.0,0,SRI,test,enterocyte of epithelium of large intestine,RA
1.0,0,HRH1,test,enterocyte of epithelium of large intestine,RA
0.0,0,PPARGC1B,test,enterocyte of epithelium of large intestine,RA
1.0,0,TEC,test,enterocyte of epithelium of large intestine,RA
0.0,0,MGST2,test,enterocyte of epithelium of large intestine,RA
0.0,0,PIM3,test,enterocyte of epithelium of large intestine,RA
0.0,0,MGAM,test,enterocyte of epithelium of small intestine,RA
0.0,0,CYP3A4,test,enterocyte of epithelium of small intestine,RA
0.0,0,HDAC6,test,enterocyte of epithelium of small intestine,RA
0.0,0,PDHA1,test,enterocyte of epithelium of small intestine,RA
1.0,0,NOS2,test,enterocyte of epithelium of small intestine,RA
0.0,0,ASNS,test,enterocyte of epithelium of small intestine,RA
0.0,0,FGFR4,test,enterocyte of epithelium of small intestine,RA
0.0,0,AOC1,test,enterocyte of epithelium of small intestine,RA
0.0,0,TNK1,test,enterocyte of epithelium of small intestine,RA
0.0,0,PRLR,test,enterocyte of epithelium of small intestine,RA
0.0,0,GPX2,test,enterocyte of epithelium of small intestine,RA
0.0,0,NEIL1,test,enterocyte of epithelium of small intestine,RA
0.0,0,CA9,test,enterocyte of epithelium of small intestine,RA
0.0,0,DSP,test,enterocyte of epithelium of small intestine,RA
0.0,0,PEBP1,test,enterocyte of epithelium of small intestine,RA
0.0,0,POR,test,enterocyte of epithelium of small intestine,RA
0.0,0,PLA2G10,test,enterocyte of epithelium of small intestine,RA
0.0,0,COX7C,test,enterocyte of epithelium of small intestine,RA
0.0,0,PCYT1A,test,enterocyte of epithelium of small intestine,RA
1.0,0,TUBB3,test,enterocyte of epithelium of small intestine,RA
0.0,0,GAPDH,test,enterocyte of epithelium of small intestine,RA
0.0,0,PIK3CB,test,enterocyte of epithelium of small intestine,RA
0.0,0,SIK2,test,enterocyte of epithelium of small intestine,RA
0.0,0,GANC,test,enterocyte of epithelium of small intestine,RA
0.0,0,JDP2,test,enterocyte of epithelium of small intestine,RA
0.0,0,CYP2C19,test,enterocyte of epithelium of small intestine,RA
0.0,0,OXSR1,test,enterocyte of epithelium of small intestine,RA
0.0,0,HADHA,test,enterocyte of epithelium of small intestine,RA
0.0,0,UGT1A1,test,enterocyte of epithelium of small intestine,RA
0.0,0,EPCAM,test,enterocyte of epithelium of small intestine,RA
0.0,0,SCTR,test,enterocyte of epithelium of small intestine,RA
0.0,0,APOB,test,enterocyte of epithelium of small intestine,RA
0.0,0,SLC7A1,test,enterocyte of epithelium of small intestine,RA
0.0,0,MGST2,test,enterocyte of epithelium of small intestine,RA
0.0,0,EPHB4,test,enterocyte of epithelium of small intestine,RA
1.0,0,PDE3A,test,enterocyte of epithelium of small intestine,RA
0.0,0,EBP,test,enterocyte of epithelium of small intestine,RA
0.0,0,COX7B,test,enterocyte of epithelium of small intestine,RA
0.0,0,F3,test,enterocyte of epithelium of small intestine,RA
0.0,0,AZIN2,test,enterocyte of epithelium of small intestine,RA
0.0,0,PPARGC1B,test,enterocyte of epithelium of small intestine,RA
0.0,0,ACADS,test,enterocyte of epithelium of small intestine,RA
0.0,0,GUCY2C,test,enterocyte of epithelium of small intestine,RA
0.0,0,MAPK6,test,enterocyte of epithelium of small intestine,RA
0.0,0,COQ8A,test,enterocyte of epithelium of small intestine,RA
0.0,0,MAPK8,test,enterocyte of epithelium of small intestine,RA
0.0,0,TFRC,test,enterocyte of epithelium of small intestine,RA
0.0,0,HGS,test,enterocyte of epithelium of small intestine,RA
0.0,0,GSTP1,test,enterocyte of epithelium of small intestine,RA
0.0,0,ALDH3A2,test,enterocyte of epithelium of small intestine,RA
0.0,0,DGKZ,test,enterocyte of epithelium of small intestine,RA
0.0,0,TNIK,test,enterocyte of epithelium of small intestine,RA
0.0,0,HDAC11,test,enterocyte of epithelium of small intestine,RA
0.0,0,PDXK,test,enterocyte of epithelium of small intestine,RA
0.0,0,RPS6KA6,test,enterocyte of epithelium of small intestine,RA
0.0,0,RDH5,test,enterocyte of epithelium of small intestine,RA
0.0,0,ADH4,test,enterocyte of epithelium of small intestine,RA
0.0,0,PRDX2,test,enterocyte of epithelium of small intestine,RA
0.0,0,EZH2,test,enterocyte of epithelium of small intestine,RA
0.0,0,PHYH,test,enterocyte of epithelium of small intestine,RA
0.0,0,LTK,test,enterocyte of epithelium of small intestine,RA
0.0,0,ABCG2,test,enterocyte of epithelium of small intestine,RA
0.0,0,LCT,test,enterocyte of epithelium of small intestine,RA
0.0,0,AKR1C1,test,enterocyte of epithelium of small intestine,RA
0.0,0,S100A6,test,enterocyte of epithelium of small intestine,RA
0.0,0,HADH,test,enterocyte of epithelium of small intestine,RA
0.0,0,AHCY,test,enterocyte of epithelium of small intestine,RA
0.0,0,HTR4,test,enterocyte of epithelium of small intestine,RA
0.0,0,AIFM1,test,enterocyte of epithelium of small intestine,RA
0.0,0,NR1H3,test,enterocyte of epithelium of small intestine,RA
0.0,0,GSS,test,enterocyte of epithelium of small intestine,RA
0.0,0,P4HB,test,enterocyte of epithelium of small intestine,RA
0.0,0,PRKCZ,test,enterocyte of epithelium of small intestine,RA
0.0,0,TOP1,test,enterocyte of epithelium of small intestine,RA
0.0,0,SLC9A1,test,enterocyte of epithelium of small intestine,RA
1.0,0,TRPV1,test,enterocyte of epithelium of small intestine,RA
0.0,0,ABCC2,test,enterocyte of epithelium of small intestine,RA
0.0,0,ACSS2,test,enterocyte of epithelium of small intestine,RA
0.0,0,ERBB2,test,enterocyte of epithelium of small intestine,RA
0.0,0,APOA4,test,enterocyte of epithelium of small intestine,RA
0.0,0,ACOX1,test,enterocyte of epithelium of small intestine,RA
1.0,0,TUBB4B,test,enterocyte of epithelium of small intestine,RA
0.0,0,HTR1D,test,enterocyte of epithelium of small intestine,RA
0.0,0,OGDH,test,enterocyte of epithelium of small intestine,RA
0.0,0,RIPK4,test,enterocyte of epithelium of small intestine,RA
1.0,0,PDE10A,test,enterocyte of epithelium of small intestine,RA
0.0,0,PI4KB,test,enterocyte of epithelium of small intestine,RA
0.0,0,EPHA1,test,enterocyte of epithelium of small intestine,RA
0.0,0,HNRNPA2B1,test,enterocyte of epithelium of small intestine,RA
0.0,0,ERO1B,test,enterocyte of epithelium of small intestine,RA
0.0,0,IDH2,test,enterocyte of epithelium of small intestine,RA
0.0,0,ALDH1A1,test,enterocyte of epithelium of small intestine,RA
0.0,0,COX5B,test,enterocyte of epithelium of small intestine,RA
1.0,0,TEC,test,enterocyte of epithelium of small intestine,RA
0.0,0,NADSYN1,test,enterocyte of epithelium of small intestine,RA
0.0,0,SLC16A1,test,enterocyte of epithelium of small intestine,RA
0.0,0,NQO1,test,enterocyte of epithelium of small intestine,RA
0.0,0,GPI,test,enterocyte of epithelium of small intestine,RA
0.0,0,MARK3,test,enterocyte of epithelium of small intestine,RA
1.0,0,PDE5A,test,enterocyte of epithelium of small intestine,RA
0.0,0,PRPF4B,test,enterocyte of epithelium of small intestine,RA
0.0,0,TMPRSS2,test,enterocyte of epithelium of small intestine,RA
0.0,0,NR1I2,test,enterocyte of epithelium of small intestine,RA
0.0,0,SQLE,test,enterocyte of epithelium of small intestine,RA
0.0,0,PLK2,test,enterocyte of epithelium of small intestine,RA
0.0,0,EHHADH,test,enterocyte of epithelium of small intestine,RA
0.0,0,ABCB1,test,enterocyte of epithelium of small intestine,RA
0.0,0,HDAC10,test,enterocyte of epithelium of small intestine,RA
0.0,0,GSTM2,test,enterocyte of epithelium of small intestine,RA
0.0,0,IMPA1,test,enterocyte of epithelium of small intestine,RA
0.0,0,GOT1,test,enterocyte of epithelium of small intestine,RA
1.0,0,IL6R,test,enterocyte of epithelium of small intestine,RA
0.0,0,CASP9,test,enterocyte of epithelium of small intestine,RA
0.0,0,CCND1,test,enterocyte of epithelium of small intestine,RA
0.0,0,ADRA2A,test,enterocyte of epithelium of small intestine,RA
0.0,0,CACNB2,test,enterocyte of epithelium of small intestine,RA
0.0,0,SLC7A8,test,enterocyte of epithelium of small intestine,RA
0.0,0,MOCOS,test,enterocyte of epithelium of small intestine,RA
1.0,0,FAAH,test,enterocyte of epithelium of small intestine,RA
0.0,0,ARG2,test,enterocyte of epithelium of small intestine,RA
0.0,0,MT-CO2,test,enterocyte of epithelium of small intestine,RA
0.0,0,SLC2A2,test,enterocyte of epithelium of small intestine,RA
0.0,0,DDAH1,test,enterocyte of epithelium of small intestine,RA
0.0,0,HSD17B2,test,enterocyte of epithelium of small intestine,RA
0.0,0,ANPEP,test,enterocyte of epithelium of small intestine,RA
0.0,0,MT-ATP6,test,enterocyte of epithelium of small intestine,RA
0.0,0,SNRK,test,enterocyte of epithelium of small intestine,RA
0.0,0,ESRRG,test,enterocyte of epithelium of small intestine,RA
0.0,0,TXNRD1,test,enterocyte of epithelium of small intestine,RA
0.0,0,KRT8,test,enterocyte of epithelium of small intestine,RA
0.0,0,MME,test,enterocyte of epithelium of small intestine,RA
0.0,0,PLAUR,test,enterocyte of epithelium of small intestine,RA
0.0,0,HSPD1,test,enterocyte of epithelium of small intestine,RA
0.0,0,OTC,test,enterocyte of epithelium of small intestine,RA
0.0,0,SLC9A3,test,enterocyte of epithelium of small intestine,RA
1.0,0,TUBB2A,test,enterocyte of epithelium of small intestine,RA
0.0,0,THRB,test,enterocyte of epithelium of small intestine,RA
0.0,0,CPS1,test,enterocyte of epithelium of small intestine,RA
0.0,0,KCNQ1,test,enterocyte of epithelium of small intestine,RA
0.0,0,SI,test,enterocyte of epithelium of small intestine,RA
0.0,0,AKR1C2,test,enterocyte of epithelium of small intestine,RA
0.0,0,F12,test,enterocyte of epithelium of small intestine,RA
0.0,0,COX6B1,test,enterocyte of epithelium of small intestine,RA
0.0,0,MAP3K4,test,enterocyte of epithelium of small intestine,RA
0.0,0,DDC,test,enterocyte of epithelium of small intestine,RA
0.0,0,CTNNB1,test,enterocyte of epithelium of small intestine,RA
0.0,0,RPS18,test,enterocyte of epithelium of small intestine,RA
0.0,0,GSTM3,test,enterocyte of epithelium of small intestine,RA
0.0,0,EPHA2,test,enterocyte of epithelium of small intestine,RA
0.0,0,TOP2A,test,enterocyte of epithelium of small intestine,RA
0.0,0,ECHS1,test,enterocyte of epithelium of small intestine,RA
0.0,0,CFTR,test,enterocyte of epithelium of small intestine,RA
0.0,0,CDK16,test,enterocyte of epithelium of small intestine,RA
0.0,0,RAMP1,test,enterocyte of epithelium of small intestine,RA
1.0,0,PDE8A,test,enterocyte of epithelium of small intestine,RA
0.0,0,GSTK1,test,enterocyte of epithelium of small intestine,RA
0.0,0,DDX39B,test,enterocyte of epithelium of small intestine,RA
0.0,0,CYP51A1,test,enterocyte of epithelium of small intestine,RA
0.0,0,SLC10A2,test,enterocyte of epithelium of small intestine,RA
0.0,0,PLOD3,test,enterocyte of epithelium of small intestine,RA
0.0,0,GSR,test,enterocyte of epithelium of small intestine,RA
0.0,0,GSTM4,test,enterocyte of epithelium of small intestine,RA
0.0,0,PAK1,test,enterocyte of epithelium of small intestine,RA
1.0,0,HRH1,test,enterocyte of epithelium of small intestine,RA
0.0,0,SLC12A2,test,enterocyte of epithelium of small intestine,RA
0.0,0,PLIN3,test,epithelial cell of lacrimal sac,RA
0.0,0,MGST1,test,epithelial cell of lacrimal sac,RA
0.0,0,TYR,test,epithelial cell of lacrimal sac,RA
1.0,0,TUBB4B,test,epithelial cell of lacrimal sac,RA
0.0,0,TP73,test,epithelial cell of lacrimal sac,RA
0.0,0,RIPK4,test,epithelial cell of lacrimal sac,RA
0.0,0,PLA2G2A,test,epithelial cell of lacrimal sac,RA
0.0,0,P3H3,test,epithelial cell of lacrimal sac,RA
1.0,0,ESR2,test,epithelial cell of lacrimal sac,RA
1.0,0,SCN2A,test,epithelial cell of lacrimal sac,RA
0.0,0,KRT8,test,epithelial cell of lacrimal sac,RA
0.0,0,CA11,test,epithelial cell of lacrimal sac,RA
1.0,0,HRH1,test,epithelial cell of lacrimal sac,RA
1.0,0,IL6,test,epithelial cell of lacrimal sac,RA
0.0,0,EPCAM,test,epithelial cell of lacrimal sac,RA
1.0,0,TUBB3,test,epithelial cell of lacrimal sac,RA
0.0,0,STK38L,test,epithelial cell of lacrimal sac,RA
0.0,0,F3,test,epithelial cell of lacrimal sac,RA
0.0,0,GUCY1A1,test,epithelial cell of lacrimal sac,RA
0.0,0,ABCA1,test,epithelial cell of lacrimal sac,RA
0.0,0,KCNMB4,test,epithelial cell of lacrimal sac,RA
0.0,0,RHO,test,epithelial cell of lacrimal sac,RA
0.0,0,SOD2,test,epithelial cell of lacrimal sac,RA
0.0,0,ANXA1,test,epithelial cell of lacrimal sac,RA
0.0,0,COMT,test,epithelial cell of lacrimal sac,RA
0.0,0,AKR1C2,test,epithelial cell of lacrimal sac,RA
0.0,0,MARK1,test,epithelial cell of lacrimal sac,RA
0.0,0,STK35,test,epithelial cell of lacrimal sac,RA
